ds,yhat,yhat_lower,yhat_upper,Vehicle_Category
2022-01-01,1490.9570339011948,753.1705863595436,2750.247318638179,4-Wheelers
2022-02-01,2121.4288560797463,1137.680095195925,3802.2500017080283,4-Wheelers
2022-03-01,2880.9084148318216,1537.1677747412396,5634.4218812504605,4-Wheelers
2022-04-01,1134.9574719727568,602.4973010720307,2086.7571015565663,4-Wheelers
2022-05-01,1651.5385181201138,860.3286172763834,3013.5400001980383,4-Wheelers
2022-06-01,2193.9956254331382,1158.7004237110095,4024.4295780952148,4-Wheelers
2022-07-01,2504.3956664056436,1383.9985438898125,4665.619922019362,4-Wheelers
2022-08-01,2675.504312503751,1418.103027516556,5012.800645032662,4-Wheelers
2022-09-01,2919.5992101609913,1555.6136105821752,5593.679480795514,4-Wheelers
2022-10-01,3373.5383082097796,1777.9588116700118,6307.061884975212,4-Wheelers
2022-11-01,3881.6870580492364,2041.405906196429,6843.6461833492995,4-Wheelers
2022-12-01,3534.190250359703,1897.914956265995,6621.791270384332,4-Wheelers
2023-01-01,4019.3880070579226,2190.3711546244485,7714.3777448965275,4-Wheelers
2023-02-01,5944.027071467009,3261.854947898427,11050.224592499664,4-Wheelers
2023-03-01,7879.46233533099,4243.181613353558,15206.249673000344,4-Wheelers
2023-04-01,3455.294202793309,1760.715404866144,6480.282601110824,4-Wheelers
2023-05-01,4437.793606467818,2437.1469004787104,8019.07625669862,4-Wheelers
2023-06-01,5635.472677122266,2960.8716950408616,10519.475774228478,4-Wheelers
2023-07-01,6736.874855918791,3636.6565582664934,12887.645438040476,4-Wheelers
2023-08-01,7209.743731697787,3974.5422182069315,13327.863105983199,4-Wheelers
2023-09-01,8351.736543183162,4413.25157575877,15953.384131333003,4-Wheelers
2023-10-01,9660.884097133858,5362.315652516844,18379.729063120125,4-Wheelers
2023-11-01,10886.094590690038,5737.0019139841215,19943.880929720384,4-Wheelers
2023-12-01,9838.12616091317,5558.925018751537,19023.166602587582,4-Wheelers
2024-01-01,10759.080071429471,5416.681215866457,19616.887293927837,4-Wheelers
2024-02-01,16555.47657911565,8822.500926367806,30360.550546914812,4-Wheelers
2024-03-01,30192.062924918027,15215.79045535563,56716.00556013183,4-Wheelers
2024-04-01,5212.657337944803,2912.7650665670285,8926.09954308176,4-Wheelers
2024-05-01,11664.950565759345,6149.359269073661,20630.217058320093,4-Wheelers
2024-06-01,19263.230477278015,10587.74548221585,35274.91742138532,4-Wheelers
2024-07-01,20514.114479649998,10706.158086918444,37631.79929836974,4-Wheelers
2024-08-01,21648.076962906678,11747.878855671279,41684.18792145854,4-Wheelers
2024-09-01,20675.663310960615,11299.243780960343,38076.95452922636,4-Wheelers
2024-10-01,24495.61010489197,13042.994203467028,46287.946056668465,4-Wheelers
2024-11-01,30334.112413369596,16589.92084435468,55866.40884107111,4-Wheelers
2024-12-01,25567.476741124337,14310.809477784092,45843.52333213031,4-Wheelers
2025-01-01,32420.72857628957,17418.307469185205,61396.4152098624,4-Wheelers
