date,State,Vehicle_Category,ev_sales
2019-08,Karnataka,4-Wheelers,30.0
2019-08,Kerala,2-Wheelers,6.0
2019-08,Kerala,4-Wheelers,3.0
2019-08,Ladakh,2-Wheelers,0.0
2019-08,Ladakh,4-Wheelers,0.0
2019-08,Madhya Pradesh,2-Wheelers,86.0
2019-08,Madhya Pradesh,4-Wheelers,0.0
2019-08,Maharashtra,2-Wheelers,321.0
2019-08,Maharashtra,4-Wheelers,19.0
2019-08,Manipur,2-Wheelers,7.0
2019-08,Manipur,4-Wheelers,0.0
2019-08,Meghalaya,2-Wheelers,2.0
2019-08,Meghalaya,4-Wheelers,0.0
2019-08,Mizoram,2-Wheelers,0.0
2019-08,Mizoram,4-Wheelers,0.0
2019-08,Nagaland,2-Wheelers,0.0
2019-08,Nagaland,4-Wheelers,0.0
2019-08,Odisha,2-Wheelers,46.0
2019-08,Odisha,4-Wheelers,0.0
2019-08,Puducherry,2-Wheelers,2.0
2019-08,Puducherry,4-Wheelers,0.0
2019-08,Punjab,2-Wheelers,5.0
2019-08,Punjab,4-Wheelers,1.0
2019-08,Rajasthan,2-Wheelers,52.0
2019-08,Rajasthan,4-Wheelers,0.0
2019-08,Sikkim,2-Wheelers,0.0
2019-08,Sikkim,4-Wheelers,0.0
2019-08,Tamil Nadu,2-Wheelers,232.0
2019-08,Tamil Nadu,4-Wheelers,15.0
2019-08,Tripura,2-Wheelers,2.0
2019-08,Tripura,4-Wheelers,0.0
2019-08,Uttar Pradesh,2-Wheelers,138.0
2019-08,Uttar Pradesh,4-Wheelers,1.0
2019-08,Uttarakhand,2-Wheelers,19.0
2019-08,Uttarakhand,4-Wheelers,0.0
2019-08,West Bengal,2-Wheelers,22.0
2019-08,West Bengal,4-Wheelers,2.0
2019-09,Andaman & Nicobar Island,2-Wheelers,0.0
2019-09,Andaman & Nicobar Island,4-Wheelers,0.0
2019-09,Andhra Pradesh,2-Wheelers,56.0
2019-09,Andhra Pradesh,4-Wheelers,2.0
2019-09,Arunachal Pradesh,2-Wheelers,0.0
2019-09,Arunachal Pradesh,4-Wheelers,0.0
2019-09,Assam,2-Wheelers,5.0
2019-09,Assam,4-Wheelers,1.0
2019-09,Bihar,2-Wheelers,40.0
2019-09,Bihar,4-Wheelers,7.0
2019-09,Chandigarh,2-Wheelers,1.0
2019-09,Chandigarh,4-Wheelers,0.0
2019-09,Chhattisgarh,2-Wheelers,60.0
2019-09,Chhattisgarh,4-Wheelers,2.0
2019-09,DNH and DD,2-Wheelers,0.0
2019-09,DNH and DD,4-Wheelers,0.0
2019-09,Delhi,2-Wheelers,9.0
2019-09,Delhi,4-Wheelers,55.0
2019-09,Goa,2-Wheelers,2.0
2019-09,Goa,4-Wheelers,0.0
2019-09,Gujarat,2-Wheelers,14.0
2019-09,Gujarat,4-Wheelers,1.0
2019-09,Haryana,2-Wheelers,26.0
2019-09,Haryana,4-Wheelers,2.0
2019-09,Himachal Pradesh,2-Wheelers,0.0
2019-09,Himachal Pradesh,4-Wheelers,0.0
2019-09,Jammu and Kashmir,2-Wheelers,0.0
2019-09,Jammu and Kashmir,4-Wheelers,0.0
2019-09,Jharkhand,2-Wheelers,24.0
2019-09,Jharkhand,4-Wheelers,3.0
2019-09,Karnataka,2-Wheelers,261.0
2019-09,Karnataka,4-Wheelers,76.0
2019-09,Kerala,2-Wheelers,16.0
2019-09,Kerala,4-Wheelers,7.0
2019-09,Ladakh,2-Wheelers,0.0
2019-09,Ladakh,4-Wheelers,0.0
2019-09,Madhya Pradesh,2-Wheelers,34.0
2019-09,Madhya Pradesh,4-Wheelers,0.0
2019-09,Maharashtra,2-Wheelers,333.0
2019-09,Maharashtra,4-Wheelers,15.0
2019-09,Manipur,2-Wheelers,0.0
2019-09,Manipur,4-Wheelers,0.0
2019-09,Meghalaya,2-Wheelers,5.0
2019-09,Meghalaya,4-Wheelers,0.0
2019-09,Mizoram,2-Wheelers,0.0
2019-09,Mizoram,4-Wheelers,0.0
2019-09,Nagaland,2-Wheelers,0.0
2019-09,Nagaland,4-Wheelers,0.0
2019-09,Odisha,2-Wheelers,62.0
2019-09,Odisha,4-Wheelers,0.0
2019-09,Puducherry,2-Wheelers,3.0
2019-09,Puducherry,4-Wheelers,0.0
2019-09,Punjab,2-Wheelers,8.0
2019-09,Punjab,4-Wheelers,1.0
2019-09,Rajasthan,2-Wheelers,61.0
2019-09,Rajasthan,4-Wheelers,0.0
2019-09,Sikkim,2-Wheelers,0.0
2019-09,Sikkim,4-Wheelers,0.0
2019-09,Tamil Nadu,2-Wheelers,343.0
2019-09,Tamil Nadu,4-Wheelers,4.0
2019-09,Tripura,2-Wheelers,2.0
2019-09,Tripura,4-Wheelers,0.0
2019-09,Uttar Pradesh,2-Wheelers,146.0
2019-09,Uttar Pradesh,4-Wheelers,3.0
2019-09,Uttarakhand,2-Wheelers,29.0
2019-09,Uttarakhand,4-Wheelers,0.0
2019-09,West Bengal,2-Wheelers,18.0
2019-09,West Bengal,4-Wheelers,1.0
2019-10,Andaman & Nicobar Island,2-Wheelers,0.0
2019-10,Andaman & Nicobar Island,4-Wheelers,0.0
2019-10,Andhra Pradesh,2-Wheelers,107.0
2019-10,Andhra Pradesh,4-Wheelers,0.0
2019-10,Arunachal Pradesh,2-Wheelers,0.0
2019-10,Arunachal Pradesh,4-Wheelers,0.0
2019-10,Assam,2-Wheelers,5.0
2019-10,Assam,4-Wheelers,0.0
2019-10,Bihar,2-Wheelers,44.0
2019-10,Bihar,4-Wheelers,0.0
2019-10,Chandigarh,2-Wheelers,3.0
2019-10,Chandigarh,4-Wheelers,4.0
2019-10,Chhattisgarh,2-Wheelers,81.0
2019-10,Chhattisgarh,4-Wheelers,3.0
2019-10,DNH and DD,2-Wheelers,0.0
2019-10,DNH and DD,4-Wheelers,0.0
2019-10,Delhi,2-Wheelers,138.0
2019-10,Delhi,4-Wheelers,87.0
2019-10,Goa,2-Wheelers,0.0
2019-10,Goa,4-Wheelers,1.0
2019-10,Gujarat,2-Wheelers,45.0
2019-10,Gujarat,4-Wheelers,1.0
2019-10,Haryana,2-Wheelers,22.0
2019-10,Haryana,4-Wheelers,2.0
2019-10,Himachal Pradesh,2-Wheelers,0.0
2019-10,Himachal Pradesh,4-Wheelers,0.0
2019-10,Jammu and Kashmir,2-Wheelers,0.0
2019-10,Jammu and Kashmir,4-Wheelers,0.0
2019-10,Jharkhand,2-Wheelers,32.0
2019-10,Jharkhand,4-Wheelers,3.0
2019-10,Karnataka,2-Wheelers,388.0
2019-10,Karnataka,4-Wheelers,40.0
2019-10,Kerala,2-Wheelers,7.0
2019-10,Kerala,4-Wheelers,5.0
2019-10,Ladakh,2-Wheelers,0.0
2019-10,Ladakh,4-Wheelers,0.0
2019-10,Madhya Pradesh,2-Wheelers,149.0
2019-10,Madhya Pradesh,4-Wheelers,0.0
2019-10,Maharashtra,2-Wheelers,366.0
2019-10,Maharashtra,4-Wheelers,27.0
2019-10,Manipur,2-Wheelers,6.0
2019-10,Manipur,4-Wheelers,0.0
2019-10,Meghalaya,2-Wheelers,1.0
2019-10,Meghalaya,4-Wheelers,0.0
2019-10,Mizoram,2-Wheelers,1.0
2019-10,Mizoram,4-Wheelers,0.0
2019-10,Nagaland,2-Wheelers,0.0
2019-10,Nagaland,4-Wheelers,0.0
2019-10,Odisha,2-Wheelers,63.0
2019-10,Odisha,4-Wheelers,1.0
2019-10,Puducherry,2-Wheelers,7.0
2019-10,Puducherry,4-Wheelers,0.0
2019-10,Punjab,2-Wheelers,11.0
2019-10,Punjab,4-Wheelers,0.0
2019-10,Rajasthan,2-Wheelers,78.0
2019-10,Rajasthan,4-Wheelers,0.0
2019-10,Sikkim,2-Wheelers,0.0
2019-10,Sikkim,4-Wheelers,0.0
2019-10,Tamil Nadu,2-Wheelers,355.0
2019-10,Tamil Nadu,4-Wheelers,4.0
2019-10,Tripura,2-Wheelers,0.0
2019-10,Tripura,4-Wheelers,0.0
2019-10,Uttar Pradesh,2-Wheelers,189.0
2019-10,Uttar Pradesh,4-Wheelers,12.0
2019-10,Uttarakhand,2-Wheelers,34.0
2019-10,Uttarakhand,4-Wheelers,0.0
2019-10,West Bengal,2-Wheelers,6.0
2019-10,West Bengal,4-Wheelers,3.0
2019-11,Andaman & Nicobar Island,2-Wheelers,0.0
2019-11,Andaman & Nicobar Island,4-Wheelers,0.0
2019-11,Andhra Pradesh,2-Wheelers,91.0
2019-11,Andhra Pradesh,4-Wheelers,4.0
2019-11,Arunachal Pradesh,2-Wheelers,0.0
2019-11,Arunachal Pradesh,4-Wheelers,0.0
2019-11,Assam,2-Wheelers,13.0
2019-11,Assam,4-Wheelers,0.0
2019-11,Bihar,2-Wheelers,73.0
2019-11,Bihar,4-Wheelers,2.0
2019-11,Chandigarh,2-Wheelers,3.0
2019-11,Chandigarh,4-Wheelers,1.0
2019-11,Chhattisgarh,2-Wheelers,89.0
2019-11,Chhattisgarh,4-Wheelers,0.0
2019-11,DNH and DD,2-Wheelers,0.0
2019-11,DNH and DD,4-Wheelers,0.0
2019-11,Delhi,2-Wheelers,123.0
2019-11,Delhi,4-Wheelers,44.0
2019-11,Goa,2-Wheelers,7.0
2019-11,Goa,4-Wheelers,1.0
2019-11,Gujarat,2-Wheelers,54.0
2019-11,Gujarat,4-Wheelers,1.0
2019-11,Haryana,2-Wheelers,38.0
2019-11,Haryana,4-Wheelers,3.0
2019-11,Himachal Pradesh,2-Wheelers,0.0
2019-11,Himachal Pradesh,4-Wheelers,2.0
2019-11,Jammu and Kashmir,2-Wheelers,0.0
2019-11,Jammu and Kashmir,4-Wheelers,0.0
2019-11,Jharkhand,2-Wheelers,27.0
2019-11,Jharkhand,4-Wheelers,5.0
2019-11,Karnataka,2-Wheelers,603.0
2019-11,Karnataka,4-Wheelers,86.0
2019-11,Kerala,2-Wheelers,28.0
2019-11,Kerala,4-Wheelers,4.0
2019-11,Ladakh,2-Wheelers,0.0
2019-11,Ladakh,4-Wheelers,0.0
2019-11,Madhya Pradesh,2-Wheelers,108.0
2019-11,Madhya Pradesh,4-Wheelers,1.0
2019-11,Maharashtra,2-Wheelers,687.0
2019-11,Maharashtra,4-Wheelers,47.0
2019-11,Manipur,2-Wheelers,3.0
2019-11,Manipur,4-Wheelers,0.0
2019-11,Meghalaya,2-Wheelers,1.0
2019-11,Meghalaya,4-Wheelers,0.0
2019-11,Mizoram,2-Wheelers,0.0
2019-11,Mizoram,4-Wheelers,0.0
2019-11,Nagaland,2-Wheelers,0.0
2019-11,Nagaland,4-Wheelers,0.0
2019-11,Odisha,2-Wheelers,107.0
2019-11,Odisha,4-Wheelers,0.0
2019-11,Puducherry,2-Wheelers,11.0
2019-11,Puducherry,4-Wheelers,0.0
2019-11,Punjab,2-Wheelers,15.0
2019-11,Punjab,4-Wheelers,0.0
2019-11,Rajasthan,2-Wheelers,150.0
2019-11,Rajasthan,4-Wheelers,2.0
2019-11,Sikkim,2-Wheelers,0.0
2019-11,Sikkim,4-Wheelers,0.0
2019-11,Tamil Nadu,2-Wheelers,545.0
2019-11,Tamil Nadu,4-Wheelers,8.0
2019-11,Tripura,2-Wheelers,0.0
2019-11,Tripura,4-Wheelers,2.0
2019-11,Uttar Pradesh,2-Wheelers,314.0
2019-11,Uttar Pradesh,4-Wheelers,2.0
2019-11,Uttarakhand,2-Wheelers,42.0
2019-11,Uttarakhand,4-Wheelers,0.0
2019-11,West Bengal,2-Wheelers,13.0
2019-11,West Bengal,4-Wheelers,1.0
2019-12,Andaman & Nicobar Island,2-Wheelers,0.0
2019-12,Andaman & Nicobar Island,4-Wheelers,0.0
2019-12,Andhra Pradesh,2-Wheelers,56.0
2019-12,Andhra Pradesh,4-Wheelers,1.0
2019-12,Arunachal Pradesh,2-Wheelers,1.0
2019-12,Arunachal Pradesh,4-Wheelers,0.0
2019-12,Assam,2-Wheelers,7.0
2019-12,Assam,4-Wheelers,0.0
2019-12,Bihar,2-Wheelers,50.0
2019-12,Bihar,4-Wheelers,0.0
2019-12,Chandigarh,2-Wheelers,1.0
2019-12,Chandigarh,4-Wheelers,0.0
2019-12,Chhattisgarh,2-Wheelers,41.0
2019-12,Chhattisgarh,4-Wheelers,0.0
2019-12,DNH and DD,2-Wheelers,0.0
2019-12,DNH and DD,4-Wheelers,0.0
2019-12,Delhi,2-Wheelers,166.0
2019-12,Delhi,4-Wheelers,51.0
2019-12,Goa,2-Wheelers,5.0
2019-12,Goa,4-Wheelers,0.0
2019-12,Gujarat,2-Wheelers,22.0
2019-12,Gujarat,4-Wheelers,4.0
2019-12,Haryana,2-Wheelers,30.0
2019-12,Haryana,4-Wheelers,4.0
2019-12,Himachal Pradesh,2-Wheelers,0.0
2019-12,Himachal Pradesh,4-Wheelers,0.0
2019-12,Jammu and Kashmir,2-Wheelers,0.0
2019-12,Jammu and Kashmir,4-Wheelers,0.0
2019-12,Jharkhand,2-Wheelers,8.0
2019-12,Jharkhand,4-Wheelers,4.0
2019-12,Karnataka,2-Wheelers,666.0
2019-12,Karnataka,4-Wheelers,9.0
2019-12,Kerala,2-Wheelers,21.0
2019-12,Kerala,4-Wheelers,6.0
2019-12,Ladakh,2-Wheelers,0.0
2019-12,Ladakh,4-Wheelers,0.0
2019-12,Madhya Pradesh,2-Wheelers,59.0
2019-12,Madhya Pradesh,4-Wheelers,0.0
2019-12,Maharashtra,2-Wheelers,379.0
2019-12,Maharashtra,4-Wheelers,8.0
2019-12,Manipur,2-Wheelers,4.0
2019-12,Manipur,4-Wheelers,0.0
2019-12,Meghalaya,2-Wheelers,0.0
2019-12,Meghalaya,4-Wheelers,0.0
2019-12,Mizoram,2-Wheelers,0.0
2019-12,Mizoram,4-Wheelers,0.0
2019-12,Nagaland,2-Wheelers,0.0
2019-12,Nagaland,4-Wheelers,0.0
2019-12,Odisha,2-Wheelers,40.0
2019-12,Odisha,4-Wheelers,0.0
2019-12,Puducherry,2-Wheelers,5.0
2019-12,Puducherry,4-Wheelers,0.0
2019-12,Punjab,2-Wheelers,11.0
2019-12,Punjab,4-Wheelers,0.0
2019-12,Rajasthan,2-Wheelers,123.0
2019-12,Rajasthan,4-Wheelers,0.0
2019-12,Sikkim,2-Wheelers,0.0
2019-12,Sikkim,4-Wheelers,0.0
2019-12,Tamil Nadu,2-Wheelers,312.0
2019-12,Tamil Nadu,4-Wheelers,7.0
2019-12,Tripura,2-Wheelers,1.0
2019-12,Tripura,4-Wheelers,0.0
2019-12,Uttar Pradesh,2-Wheelers,188.0
2019-12,Uttar Pradesh,4-Wheelers,3.0
2019-12,Uttarakhand,2-Wheelers,32.0
2019-12,Uttarakhand,4-Wheelers,1.0
2019-12,West Bengal,2-Wheelers,6.0
2019-12,West Bengal,4-Wheelers,2.0
2020-01,Andaman & Nicobar Island,2-Wheelers,0.0
2020-01,Andaman & Nicobar Island,4-Wheelers,0.0
2020-01,Andhra Pradesh,2-Wheelers,67.0
2020-01,Andhra Pradesh,4-Wheelers,1.0
2020-01,Arunachal Pradesh,2-Wheelers,0.0
2020-01,Arunachal Pradesh,4-Wheelers,0.0
2020-01,Assam,2-Wheelers,1.0
2020-01,Assam,4-Wheelers,0.0
2020-01,Bihar,2-Wheelers,26.0
2020-01,Bihar,4-Wheelers,1.0
2020-01,Chandigarh,2-Wheelers,2.0
2020-01,Chandigarh,4-Wheelers,0.0
2020-01,Chhattisgarh,2-Wheelers,64.0
2020-01,Chhattisgarh,4-Wheelers,0.0
2020-01,DNH and DD,2-Wheelers,1.0
2020-01,DNH and DD,4-Wheelers,1.0
2020-01,Delhi,2-Wheelers,198.0
2020-01,Delhi,4-Wheelers,134.0
2020-01,Goa,2-Wheelers,1.0
2020-01,Goa,4-Wheelers,0.0
2020-01,Gujarat,2-Wheelers,24.0
2020-01,Gujarat,4-Wheelers,7.0
2020-01,Haryana,2-Wheelers,10.0
2020-01,Haryana,4-Wheelers,5.0
2020-01,Himachal Pradesh,2-Wheelers,0.0
2020-01,Himachal Pradesh,4-Wheelers,0.0
2020-01,Jammu and Kashmir,2-Wheelers,1.0
2020-01,Jammu and Kashmir,4-Wheelers,0.0
2020-01,Jharkhand,2-Wheelers,17.0
2020-01,Jharkhand,4-Wheelers,7.0
2020-01,Karnataka,2-Wheelers,1115.0
2020-01,Karnataka,4-Wheelers,54.0
2020-01,Kerala,2-Wheelers,23.0
2020-01,Kerala,4-Wheelers,4.0
2020-01,Ladakh,2-Wheelers,0.0
2020-01,Ladakh,4-Wheelers,0.0
2020-01,Madhya Pradesh,2-Wheelers,60.0
2020-01,Madhya Pradesh,4-Wheelers,0.0
2020-01,Maharashtra,2-Wheelers,516.0
2020-01,Maharashtra,4-Wheelers,58.0
2020-01,Manipur,2-Wheelers,0.0
2020-01,Manipur,4-Wheelers,0.0
2020-01,Meghalaya,2-Wheelers,1.0
2020-01,Meghalaya,4-Wheelers,0.0
2020-01,Mizoram,2-Wheelers,0.0
2020-01,Mizoram,4-Wheelers,0.0
2020-01,Nagaland,2-Wheelers,0.0
2020-01,Nagaland,4-Wheelers,0.0
2020-01,Odisha,2-Wheelers,55.0
2020-01,Odisha,4-Wheelers,0.0
2020-01,Puducherry,2-Wheelers,8.0
2020-01,Puducherry,4-Wheelers,0.0
2020-01,Punjab,2-Wheelers,3.0
2020-01,Punjab,4-Wheelers,2.0
2020-01,Rajasthan,2-Wheelers,121.0
2020-01,Rajasthan,4-Wheelers,1.0
2020-01,Sikkim,2-Wheelers,0.0
2020-01,Sikkim,4-Wheelers,0.0
2020-01,Tamil Nadu,2-Wheelers,435.0
2020-01,Tamil Nadu,4-Wheelers,8.0
2020-01,Tripura,2-Wheelers,1.0
2020-01,Tripura,4-Wheelers,0.0
2020-01,Uttar Pradesh,2-Wheelers,151.0
2020-01,Uttar Pradesh,4-Wheelers,1.0
2020-01,Uttarakhand,2-Wheelers,26.0
2020-01,Uttarakhand,4-Wheelers,2.0
2020-01,West Bengal,2-Wheelers,14.0
2020-01,West Bengal,4-Wheelers,2.0
2020-02,Andaman & Nicobar Island,2-Wheelers,0.0
2020-02,Andaman & Nicobar Island,4-Wheelers,2.0
2020-02,Andhra Pradesh,2-Wheelers,51.0
2020-02,Andhra Pradesh,4-Wheelers,0.0
2020-02,Arunachal Pradesh,2-Wheelers,0.0
2020-02,Arunachal Pradesh,4-Wheelers,1.0
2020-02,Assam,2-Wheelers,4.0
2020-02,Assam,4-Wheelers,0.0
2020-02,Bihar,2-Wheelers,32.0
2020-02,Bihar,4-Wheelers,0.0
2020-02,Chandigarh,2-Wheelers,2.0
2020-02,Chandigarh,4-Wheelers,0.0
2020-02,Chhattisgarh,2-Wheelers,52.0
2020-02,Chhattisgarh,4-Wheelers,0.0
2020-02,DNH and DD,2-Wheelers,0.0
2020-02,DNH and DD,4-Wheelers,0.0
2020-02,Delhi,2-Wheelers,94.0
2020-02,Delhi,4-Wheelers,164.0
2020-02,Goa,2-Wheelers,2.0
2020-02,Goa,4-Wheelers,1.0
2020-02,Gujarat,2-Wheelers,22.0
2020-02,Gujarat,4-Wheelers,13.0
2020-02,Haryana,2-Wheelers,75.0
2020-02,Haryana,4-Wheelers,55.0
2020-02,Himachal Pradesh,2-Wheelers,0.0
2020-02,Himachal Pradesh,4-Wheelers,0.0
2020-02,Jammu and Kashmir,2-Wheelers,0.0
2020-02,Jammu and Kashmir,4-Wheelers,0.0
2020-02,Jharkhand,2-Wheelers,12.0
2020-02,Jharkhand,4-Wheelers,3.0
2020-02,Karnataka,2-Wheelers,620.0
2020-02,Karnataka,4-Wheelers,67.0
2020-02,Kerala,2-Wheelers,18.0
2020-02,Kerala,4-Wheelers,2.0
2020-02,Ladakh,2-Wheelers,0.0
2020-02,Ladakh,4-Wheelers,0.0
2020-02,Madhya Pradesh,2-Wheelers,59.0
2020-02,Madhya Pradesh,4-Wheelers,0.0
2020-02,Maharashtra,2-Wheelers,478.0
2020-02,Maharashtra,4-Wheelers,161.0
2020-02,Manipur,2-Wheelers,5.0
2020-02,Manipur,4-Wheelers,0.0
2020-02,Meghalaya,2-Wheelers,1.0
2020-02,Meghalaya,4-Wheelers,0.0
2020-02,Mizoram,2-Wheelers,0.0
2020-02,Mizoram,4-Wheelers,0.0
2020-02,Nagaland,2-Wheelers,0.0
2020-02,Nagaland,4-Wheelers,0.0
2020-02,Odisha,2-Wheelers,44.0
2020-02,Odisha,4-Wheelers,0.0
2020-02,Puducherry,2-Wheelers,3.0
2020-02,Puducherry,4-Wheelers,0.0
2020-02,Punjab,2-Wheelers,12.0
2020-02,Punjab,4-Wheelers,1.0
2020-02,Rajasthan,2-Wheelers,91.0
2020-02,Rajasthan,4-Wheelers,2.0
2020-02,Sikkim,2-Wheelers,0.0
2020-02,Sikkim,4-Wheelers,0.0
2020-02,Tamil Nadu,2-Wheelers,525.0
2020-02,Tamil Nadu,4-Wheelers,7.0
2020-02,Tripura,2-Wheelers,0.0
2020-02,Tripura,4-Wheelers,0.0
2020-02,Uttar Pradesh,2-Wheelers,122.0
2020-02,Uttar Pradesh,4-Wheelers,4.0
2020-02,Uttarakhand,2-Wheelers,22.0
2020-02,Uttarakhand,4-Wheelers,5.0
2020-02,West Bengal,2-Wheelers,7.0
2020-02,West Bengal,4-Wheelers,3.0
2020-03,Andaman & Nicobar Island,2-Wheelers,0.0
2020-03,Andaman & Nicobar Island,4-Wheelers,0.0
2020-03,Andhra Pradesh,2-Wheelers,82.0
2020-03,Andhra Pradesh,4-Wheelers,2.0
2020-03,Arunachal Pradesh,2-Wheelers,0.0
2020-03,Arunachal Pradesh,4-Wheelers,2.0
2020-03,Assam,2-Wheelers,4.0
2020-03,Assam,4-Wheelers,0.0
2020-03,Bihar,2-Wheelers,59.0
2020-03,Bihar,4-Wheelers,0.0
2020-03,Chandigarh,2-Wheelers,1.0
2020-03,Chandigarh,4-Wheelers,0.0
2020-03,Chhattisgarh,2-Wheelers,28.0
2020-03,Chhattisgarh,4-Wheelers,0.0
2020-03,DNH and DD,2-Wheelers,1.0
2020-03,DNH and DD,4-Wheelers,0.0
2020-03,Delhi,2-Wheelers,80.0
2020-03,Delhi,4-Wheelers,132.0
2020-03,Goa,2-Wheelers,1.0
2020-03,Goa,4-Wheelers,1.0
2020-03,Gujarat,2-Wheelers,27.0
2020-03,Gujarat,4-Wheelers,42.0
2020-03,Haryana,2-Wheelers,11.0
2020-03,Haryana,4-Wheelers,6.0
2020-03,Himachal Pradesh,2-Wheelers,0.0
2020-03,Himachal Pradesh,4-Wheelers,0.0
2020-03,Jammu and Kashmir,2-Wheelers,9.0
2020-03,Jammu and Kashmir,4-Wheelers,0.0
2020-03,Jharkhand,2-Wheelers,48.0
2020-03,Jharkhand,4-Wheelers,8.0
2020-03,Karnataka,2-Wheelers,767.0
2020-03,Karnataka,4-Wheelers,112.0
2020-03,Kerala,2-Wheelers,21.0
2020-03,Kerala,4-Wheelers,2.0
2020-03,Ladakh,2-Wheelers,0.0
2020-03,Ladakh,4-Wheelers,0.0
2020-03,Madhya Pradesh,2-Wheelers,58.0
2020-03,Madhya Pradesh,4-Wheelers,0.0
2020-03,Maharashtra,2-Wheelers,667.0
2020-03,Maharashtra,4-Wheelers,61.0
2020-03,Manipur,2-Wheelers,2.0
2020-03,Manipur,4-Wheelers,0.0
2020-03,Meghalaya,2-Wheelers,0.0
2020-03,Meghalaya,4-Wheelers,0.0
2020-03,Mizoram,2-Wheelers,0.0
2020-03,Mizoram,4-Wheelers,0.0
2020-03,Nagaland,2-Wheelers,10.0
2020-03,Nagaland,4-Wheelers,0.0
2020-03,Odisha,2-Wheelers,65.0
2020-03,Odisha,4-Wheelers,0.0
2020-03,Puducherry,2-Wheelers,6.0
2020-03,Puducherry,4-Wheelers,0.0
2020-03,Punjab,2-Wheelers,6.0
2020-03,Punjab,4-Wheelers,1.0
2020-03,Rajasthan,2-Wheelers,101.0
2020-03,Rajasthan,4-Wheelers,2.0
2020-03,Sikkim,2-Wheelers,0.0
2020-03,Sikkim,4-Wheelers,0.0
2020-03,Tamil Nadu,2-Wheelers,677.0
2020-03,Tamil Nadu,4-Wheelers,9.0
2020-03,Tripura,2-Wheelers,2.0
2020-03,Tripura,4-Wheelers,0.0
2020-03,Uttar Pradesh,2-Wheelers,130.0
2020-03,Uttar Pradesh,4-Wheelers,31.0
2020-03,Uttarakhand,2-Wheelers,7.0
2020-03,Uttarakhand,4-Wheelers,0.0
2020-03,West Bengal,2-Wheelers,13.0
2020-03,West Bengal,4-Wheelers,14.0
2020-04,Andaman & Nicobar Island,2-Wheelers,0.0
2020-04,Andaman & Nicobar Island,4-Wheelers,0.0
2020-04,Andhra Pradesh,2-Wheelers,5.0
2020-04,Andhra Pradesh,4-Wheelers,0.0
2020-04,Arunachal Pradesh,2-Wheelers,0.0
2020-04,Arunachal Pradesh,4-Wheelers,1.0
2020-04,Assam,2-Wheelers,0.0
2020-04,Assam,4-Wheelers,0.0
2020-04,Bihar,2-Wheelers,0.0
2020-04,Bihar,4-Wheelers,0.0
2020-04,Chandigarh,2-Wheelers,0.0
2020-04,Chandigarh,4-Wheelers,0.0
2020-04,Chhattisgarh,2-Wheelers,0.0
2020-04,Chhattisgarh,4-Wheelers,0.0
2020-04,DNH and DD,2-Wheelers,0.0
2020-04,DNH and DD,4-Wheelers,0.0
2020-04,Delhi,2-Wheelers,5.0
2020-04,Delhi,4-Wheelers,0.0
2020-04,Goa,2-Wheelers,0.0
2020-04,Goa,4-Wheelers,0.0
2020-04,Gujarat,2-Wheelers,1.0
2020-04,Gujarat,4-Wheelers,0.0
2020-04,Haryana,2-Wheelers,2.0
2020-04,Haryana,4-Wheelers,0.0
2020-04,Himachal Pradesh,2-Wheelers,0.0
2020-04,Himachal Pradesh,4-Wheelers,0.0
2020-04,Jammu and Kashmir,2-Wheelers,5.0
2020-04,Jammu and Kashmir,4-Wheelers,0.0
2020-04,Jharkhand,2-Wheelers,2.0
2020-04,Jharkhand,4-Wheelers,0.0
2020-04,Karnataka,2-Wheelers,5.0
2020-04,Karnataka,4-Wheelers,0.0
2020-04,Kerala,2-Wheelers,0.0
2020-04,Kerala,4-Wheelers,0.0
2020-04,Ladakh,2-Wheelers,0.0
2020-04,Ladakh,4-Wheelers,0.0
2020-04,Madhya Pradesh,2-Wheelers,14.0
2020-04,Madhya Pradesh,4-Wheelers,0.0
2020-04,Maharashtra,2-Wheelers,9.0
2020-04,Maharashtra,4-Wheelers,0.0
2020-04,Manipur,2-Wheelers,0.0
2020-04,Manipur,4-Wheelers,0.0
2020-04,Meghalaya,2-Wheelers,0.0
2020-04,Meghalaya,4-Wheelers,0.0
2020-04,Mizoram,2-Wheelers,0.0
2020-04,Mizoram,4-Wheelers,0.0
2020-04,Nagaland,2-Wheelers,0.0
2020-04,Nagaland,4-Wheelers,0.0
2020-04,Odisha,2-Wheelers,1.0
2020-04,Odisha,4-Wheelers,0.0
2020-04,Punjab,2-Wheelers,1.0
2020-04,Punjab,4-Wheelers,0.0
2020-04,Rajasthan,2-Wheelers,12.0
2020-04,Rajasthan,4-Wheelers,0.0
2020-04,Sikkim,2-Wheelers,0.0
2020-04,Sikkim,4-Wheelers,0.0
2020-04,Tamil Nadu,2-Wheelers,0.0
2020-04,Tamil Nadu,4-Wheelers,0.0
2020-04,Tripura,2-Wheelers,0.0
2020-04,Tripura,4-Wheelers,0.0
2020-04,Uttar Pradesh,2-Wheelers,18.0
2020-04,Uttar Pradesh,4-Wheelers,2.0
2020-04,Uttarakhand,2-Wheelers,3.0
2020-04,Uttarakhand,4-Wheelers,0.0
2020-04,West Bengal,2-Wheelers,2.0
2020-04,West Bengal,4-Wheelers,0.0
2020-05,Andaman & Nicobar Island,2-Wheelers,0.0
2020-05,Andaman & Nicobar Island,4-Wheelers,0.0
