date,State,Vehicle_Category,ev_sales
2016-08,Andaman & Nicobar Island,4-Wheelers,0.0
2016-08,Andhra Pradesh,2-Wheelers,0.0
2016-08,Andhra Pradesh,4-Wheelers,0.0
2016-08,Arunachal Pradesh,2-Wheelers,0.0
2016-08,Arunachal Pradesh,4-Wheelers,0.0
2016-08,Assam,2-Wheelers,0.0
2016-08,Assam,4-Wheelers,0.0
2016-08,Bihar,2-Wheelers,0.0
2016-08,Bihar,4-Wheelers,1.0
2016-08,Chandigarh,2-Wheelers,0.0
2016-08,Chandigarh,4-Wheelers,0.0
2016-08,Chhattisgarh,2-Wheelers,7.0
2016-08,Chhattisgarh,4-Wheelers,0.0
2016-08,DNH and DD,2-Wheelers,0.0
2016-08,DNH and DD,4-Wheelers,0.0
2016-08,Delhi,2-Wheelers,1.0
2016-08,Delhi,4-Wheelers,4.0
2016-08,Goa,2-Wheelers,3.0
2016-08,Goa,4-Wheelers,0.0
2016-08,Gujarat,2-Wheelers,3.0
2016-08,Gujarat,4-Wheelers,0.0
2016-08,Haryana,2-Wheelers,5.0
2016-08,Haryana,4-Wheelers,0.0
2016-08,Himachal Pradesh,2-Wheelers,0.0
2016-08,Himachal Pradesh,4-Wheelers,0.0
2016-08,Jammu and Kashmir,2-Wheelers,0.0
2016-08,Jammu and Kashmir,4-Wheelers,0.0
2016-08,Jharkhand,2-Wheelers,4.0
2016-08,Jharkhand,4-Wheelers,0.0
2016-08,Karnataka,2-Wheelers,8.0
2016-08,Karnataka,4-Wheelers,45.0
2016-08,Kerala,2-Wheelers,0.0
2016-08,Kerala,4-Wheelers,0.0
2016-08,Ladakh,2-Wheelers,0.0
2016-08,Ladakh,4-Wheelers,0.0
2016-08,Madhya Pradesh,2-Wheelers,0.0
2016-08,Madhya Pradesh,4-Wheelers,0.0
2016-08,Maharashtra,2-Wheelers,43.0
2016-08,Maharashtra,4-Wheelers,6.0
2016-08,Manipur,2-Wheelers,0.0
2016-08,Manipur,4-Wheelers,0.0
2016-08,Meghalaya,2-Wheelers,0.0
2016-08,Meghalaya,4-Wheelers,0.0
2016-08,Mizoram,2-Wheelers,0.0
2016-08,Mizoram,4-Wheelers,0.0
2016-08,Nagaland,2-Wheelers,0.0
2016-08,Nagaland,4-Wheelers,0.0
2016-08,Odisha,2-Wheelers,1.0
2016-08,Odisha,4-Wheelers,0.0
2016-08,Puducherry,2-Wheelers,2.0
2016-08,Puducherry,4-Wheelers,0.0
2016-08,Punjab,2-Wheelers,0.0
2016-08,Punjab,4-Wheelers,1.0
2016-08,Rajasthan,2-Wheelers,0.0
2016-08,Rajasthan,4-Wheelers,0.0
2016-08,Sikkim,2-Wheelers,1.0
2016-08,Sikkim,4-Wheelers,0.0
2016-08,Tamil Nadu,2-Wheelers,2.0
2016-08,Tamil Nadu,4-Wheelers,1.0
2016-08,Tripura,2-Wheelers,0.0
2016-08,Tripura,4-Wheelers,0.0
2016-08,Uttar Pradesh,2-Wheelers,4.0
2016-08,Uttar Pradesh,4-Wheelers,0.0
2016-08,Uttarakhand,2-Wheelers,0.0
2016-08,Uttarakhand,4-Wheelers,0.0
2016-08,West Bengal,2-Wheelers,0.0
2016-08,West Bengal,4-Wheelers,0.0
2016-09,Andaman & Nicobar Island,2-Wheelers,0.0
2016-09,Andaman & Nicobar Island,4-Wheelers,0.0
2016-09,Andhra Pradesh,2-Wheelers,1.0
2016-09,Andhra Pradesh,4-Wheelers,0.0
2016-09,Arunachal Pradesh,2-Wheelers,0.0
2016-09,Arunachal Pradesh,4-Wheelers,0.0
2016-09,Assam,2-Wheelers,0.0
2016-09,Assam,4-Wheelers,0.0
2016-09,Bihar,2-Wheelers,0.0
2016-09,Bihar,4-Wheelers,0.0
2016-09,Chandigarh,2-Wheelers,1.0
2016-09,Chandigarh,4-Wheelers,0.0
2016-09,Chhattisgarh,2-Wheelers,5.0
2016-09,Chhattisgarh,4-Wheelers,0.0
2016-09,DNH and DD,2-Wheelers,0.0
2016-09,DNH and DD,4-Wheelers,0.0
2016-09,Delhi,2-Wheelers,0.0
2016-09,Delhi,4-Wheelers,6.0
2016-09,Goa,2-Wheelers,6.0
2016-09,Goa,4-Wheelers,0.0
2016-09,Gujarat,2-Wheelers,2.0
2016-09,Gujarat,4-Wheelers,1.0
2016-09,Haryana,2-Wheelers,2.0
2016-09,Haryana,4-Wheelers,1.0
2016-09,Himachal Pradesh,2-Wheelers,0.0
2016-09,Himachal Pradesh,4-Wheelers,0.0
2016-09,Jammu and Kashmir,2-Wheelers,0.0
2016-09,Jammu and Kashmir,4-Wheelers,0.0
2016-09,Jharkhand,2-Wheelers,6.0
2016-09,Jharkhand,4-Wheelers,0.0
2016-09,Karnataka,2-Wheelers,2.0
2016-09,Karnataka,4-Wheelers,19.0
2016-09,Kerala,2-Wheelers,0.0
2016-09,Kerala,4-Wheelers,1.0
2016-09,Ladakh,2-Wheelers,0.0
2016-09,Ladakh,4-Wheelers,0.0
2016-09,Madhya Pradesh,2-Wheelers,2.0
2016-09,Madhya Pradesh,4-Wheelers,0.0
2016-09,Maharashtra,2-Wheelers,62.0
2016-09,Maharashtra,4-Wheelers,15.0
2016-09,Manipur,2-Wheelers,0.0
2016-09,Manipur,4-Wheelers,0.0
2016-09,Meghalaya,2-Wheelers,0.0
2016-09,Meghalaya,4-Wheelers,0.0
2016-09,Mizoram,2-Wheelers,0.0
2016-09,Mizoram,4-Wheelers,0.0
2016-09,Nagaland,2-Wheelers,0.0
2016-09,Nagaland,4-Wheelers,0.0
2016-09,Odisha,2-Wheelers,0.0
2016-09,Odisha,4-Wheelers,0.0
2016-09,Puducherry,2-Wheelers,0.0
2016-09,Puducherry,4-Wheelers,0.0
2016-09,Punjab,2-Wheelers,0.0
2016-09,Punjab,4-Wheelers,0.0
2016-09,Rajasthan,2-Wheelers,10.0
2016-09,Rajasthan,4-Wheelers,0.0
2016-09,Sikkim,2-Wheelers,0.0
2016-09,Sikkim,4-Wheelers,0.0
2016-09,Tamil Nadu,2-Wheelers,0.0
2016-09,Tamil Nadu,4-Wheelers,1.0
2016-09,Tripura,2-Wheelers,0.0
2016-09,Tripura,4-Wheelers,0.0
2016-09,Uttar Pradesh,2-Wheelers,3.0
2016-09,Uttar Pradesh,4-Wheelers,0.0
2016-09,Uttarakhand,2-Wheelers,2.0
2016-09,Uttarakhand,4-Wheelers,0.0
2016-09,West Bengal,2-Wheelers,0.0
2016-09,West Bengal,4-Wheelers,2.0
2016-10,Andaman & Nicobar Island,2-Wheelers,0.0
2016-10,Andaman & Nicobar Island,4-Wheelers,0.0
2016-10,Andhra Pradesh,2-Wheelers,2.0
2016-10,Andhra Pradesh,4-Wheelers,0.0
2016-10,Arunachal Pradesh,2-Wheelers,0.0
2016-10,Arunachal Pradesh,4-Wheelers,0.0
2016-10,Assam,2-Wheelers,2.0
2016-10,Assam,4-Wheelers,0.0
2016-10,Bihar,2-Wheelers,0.0
2016-10,Bihar,4-Wheelers,0.0
2016-10,Chandigarh,2-Wheelers,0.0
2016-10,Chandigarh,4-Wheelers,0.0
2016-10,Chhattisgarh,2-Wheelers,4.0
2016-10,Chhattisgarh,4-Wheelers,0.0
2016-10,DNH and DD,2-Wheelers,0.0
2016-10,DNH and DD,4-Wheelers,0.0
2016-10,Delhi,2-Wheelers,1.0
2016-10,Delhi,4-Wheelers,7.0
2016-10,Goa,2-Wheelers,5.0
2016-10,Goa,4-Wheelers,1.0
2016-10,Gujarat,2-Wheelers,1.0
2016-10,Gujarat,4-Wheelers,0.0
2016-10,Haryana,2-Wheelers,8.0
2016-10,Haryana,4-Wheelers,1.0
2016-10,Himachal Pradesh,2-Wheelers,0.0
2016-10,Himachal Pradesh,4-Wheelers,0.0
2016-10,Jammu and Kashmir,2-Wheelers,0.0
2016-10,Jammu and Kashmir,4-Wheelers,0.0
2016-10,Jharkhand,2-Wheelers,1.0
2016-10,Jharkhand,4-Wheelers,0.0
2016-10,Karnataka,2-Wheelers,3.0
2016-10,Karnataka,4-Wheelers,46.0
2016-10,Kerala,2-Wheelers,3.0
2016-10,Kerala,4-Wheelers,0.0
2016-10,Ladakh,2-Wheelers,0.0
2016-10,Ladakh,4-Wheelers,0.0
2016-10,Madhya Pradesh,2-Wheelers,2.0
2016-10,Madhya Pradesh,4-Wheelers,0.0
2016-10,Maharashtra,2-Wheelers,97.0
2016-10,Maharashtra,4-Wheelers,10.0
2016-10,Manipur,2-Wheelers,0.0
2016-10,Manipur,4-Wheelers,0.0
2016-10,Meghalaya,2-Wheelers,0.0
2016-10,Meghalaya,4-Wheelers,0.0
2016-10,Mizoram,2-Wheelers,0.0
2016-10,Mizoram,4-Wheelers,0.0
2016-10,Nagaland,2-Wheelers,0.0
2016-10,Nagaland,4-Wheelers,0.0
2016-10,Odisha,2-Wheelers,1.0
2016-10,Odisha,4-Wheelers,0.0
2016-10,Puducherry,2-Wheelers,1.0
2016-10,Puducherry,4-Wheelers,0.0
2016-10,Punjab,2-Wheelers,1.0
2016-10,Punjab,4-Wheelers,0.0
2016-10,Rajasthan,2-Wheelers,2.0
2016-10,Rajasthan,4-Wheelers,0.0
2016-10,Sikkim,2-Wheelers,0.0
2016-10,Sikkim,4-Wheelers,0.0
2016-10,Tamil Nadu,2-Wheelers,1.0
2016-10,Tamil Nadu,4-Wheelers,1.0
2016-10,Tripura,2-Wheelers,0.0
2016-10,Tripura,4-Wheelers,0.0
2016-10,Uttar Pradesh,2-Wheelers,7.0
2016-10,Uttar Pradesh,4-Wheelers,0.0
2016-10,Uttarakhand,2-Wheelers,1.0
2016-10,Uttarakhand,4-Wheelers,0.0
2016-10,West Bengal,2-Wheelers,0.0
2016-10,West Bengal,4-Wheelers,2.0
2016-11,Andaman & Nicobar Island,2-Wheelers,0.0
2016-11,Andaman & Nicobar Island,4-Wheelers,0.0
2016-11,Andhra Pradesh,2-Wheelers,0.0
2016-11,Andhra Pradesh,4-Wheelers,0.0
2016-11,Arunachal Pradesh,2-Wheelers,0.0
2016-11,Arunachal Pradesh,4-Wheelers,0.0
2016-11,Assam,2-Wheelers,0.0
2016-11,Assam,4-Wheelers,0.0
2016-11,Bihar,2-Wheelers,1.0
2016-11,Bihar,4-Wheelers,0.0
2016-11,Chandigarh,2-Wheelers,0.0
2016-11,Chandigarh,4-Wheelers,0.0
2016-11,Chhattisgarh,2-Wheelers,6.0
2016-11,Chhattisgarh,4-Wheelers,0.0
2016-11,DNH and DD,2-Wheelers,0.0
2016-11,DNH and DD,4-Wheelers,0.0
2016-11,Delhi,2-Wheelers,0.0
2016-11,Delhi,4-Wheelers,4.0
2016-11,Goa,2-Wheelers,2.0
2016-11,Goa,4-Wheelers,0.0
2016-11,Gujarat,2-Wheelers,3.0
2016-11,Gujarat,4-Wheelers,1.0
2016-11,Haryana,2-Wheelers,10.0
2016-11,Haryana,4-Wheelers,0.0
2016-11,Himachal Pradesh,2-Wheelers,0.0
2016-11,Himachal Pradesh,4-Wheelers,0.0
2016-11,Jammu and Kashmir,2-Wheelers,0.0
2016-11,Jammu and Kashmir,4-Wheelers,0.0
2016-11,Jharkhand,2-Wheelers,4.0
2016-11,Jharkhand,4-Wheelers,0.0
2016-11,Karnataka,2-Wheelers,8.0
2016-11,Karnataka,4-Wheelers,82.0
2016-11,Kerala,2-Wheelers,0.0
2016-11,Kerala,4-Wheelers,4.0
2016-11,Ladakh,2-Wheelers,0.0
2016-11,Ladakh,4-Wheelers,0.0
2016-11,Madhya Pradesh,2-Wheelers,3.0
2016-11,Madhya Pradesh,4-Wheelers,1.0
2016-11,Maharashtra,2-Wheelers,53.0
2016-11,Maharashtra,4-Wheelers,8.0
2016-11,Manipur,2-Wheelers,0.0
2016-11,Manipur,4-Wheelers,1.0
2016-11,Meghalaya,2-Wheelers,0.0
2016-11,Meghalaya,4-Wheelers,0.0
2016-11,Mizoram,2-Wheelers,0.0
2016-11,Mizoram,4-Wheelers,0.0
2016-11,Nagaland,2-Wheelers,0.0
2016-11,Nagaland,4-Wheelers,0.0
2016-11,Odisha,2-Wheelers,0.0
2016-11,Odisha,4-Wheelers,0.0
2016-11,Puducherry,2-Wheelers,0.0
2016-11,Puducherry,4-Wheelers,0.0
2016-11,Punjab,2-Wheelers,1.0
2016-11,Punjab,4-Wheelers,0.0
2016-11,Rajasthan,2-Wheelers,9.0
2016-11,Rajasthan,4-Wheelers,0.0
2016-11,Sikkim,2-Wheelers,0.0
2016-11,Sikkim,4-Wheelers,0.0
2016-11,Tamil Nadu,2-Wheelers,1.0
2016-11,Tamil Nadu,4-Wheelers,0.0
2016-11,Tripura,2-Wheelers,0.0
2016-11,Tripura,4-Wheelers,0.0
2016-11,Uttar Pradesh,2-Wheelers,9.0
2016-11,Uttar Pradesh,4-Wheelers,0.0
2016-11,Uttarakhand,2-Wheelers,4.0
2016-11,Uttarakhand,4-Wheelers,0.0
2016-11,West Bengal,2-Wheelers,0.0
2016-11,West Bengal,4-Wheelers,0.0
2016-12,Andaman & Nicobar Island,2-Wheelers,0.0
2016-12,Andaman & Nicobar Island,4-Wheelers,0.0
2016-12,Andhra Pradesh,2-Wheelers,0.0
2016-12,Andhra Pradesh,4-Wheelers,0.0
2016-12,Arunachal Pradesh,2-Wheelers,0.0
2016-12,Arunachal Pradesh,4-Wheelers,0.0
2016-12,Assam,2-Wheelers,2.0
2016-12,Assam,4-Wheelers,0.0
2016-12,Bihar,2-Wheelers,0.0
2016-12,Bihar,4-Wheelers,0.0
2016-12,Chandigarh,2-Wheelers,0.0
2016-12,Chandigarh,4-Wheelers,0.0
2016-12,Chhattisgarh,2-Wheelers,5.0
2016-12,Chhattisgarh,4-Wheelers,0.0
2016-12,DNH and DD,2-Wheelers,0.0
2016-12,DNH and DD,4-Wheelers,0.0
2016-12,Delhi,2-Wheelers,0.0
2016-12,Delhi,4-Wheelers,9.0
2016-12,Goa,2-Wheelers,2.0
2016-12,Goa,4-Wheelers,1.0
2016-12,Gujarat,2-Wheelers,1.0
2016-12,Gujarat,4-Wheelers,0.0
2016-12,Haryana,2-Wheelers,10.0
2016-12,Haryana,4-Wheelers,0.0
2016-12,Himachal Pradesh,2-Wheelers,0.0
2016-12,Himachal Pradesh,4-Wheelers,0.0
2016-12,Jammu and Kashmir,2-Wheelers,0.0
2016-12,Jammu and Kashmir,4-Wheelers,0.0
2016-12,Jharkhand,2-Wheelers,6.0
2016-12,Jharkhand,4-Wheelers,0.0
2016-12,Karnataka,2-Wheelers,2.0
2016-12,Karnataka,4-Wheelers,16.0
2016-12,Kerala,2-Wheelers,1.0
2016-12,Kerala,4-Wheelers,1.0
2016-12,Ladakh,2-Wheelers,0.0
2016-12,Ladakh,4-Wheelers,0.0
2016-12,Madhya Pradesh,2-Wheelers,15.0
2016-12,Madhya Pradesh,4-Wheelers,0.0
2016-12,Maharashtra,2-Wheelers,78.0
2016-12,Maharashtra,4-Wheelers,5.0
2016-12,Manipur,2-Wheelers,0.0
2016-12,Manipur,4-Wheelers,0.0
2016-12,Meghalaya,2-Wheelers,0.0
2016-12,Meghalaya,4-Wheelers,0.0
2016-12,Mizoram,2-Wheelers,0.0
2016-12,Mizoram,4-Wheelers,0.0
2016-12,Nagaland,2-Wheelers,0.0
2016-12,Nagaland,4-Wheelers,0.0
2016-12,Odisha,2-Wheelers,0.0
2016-12,Odisha,4-Wheelers,0.0
2016-12,Puducherry,2-Wheelers,1.0
2016-12,Puducherry,4-Wheelers,0.0
2016-12,Punjab,2-Wheelers,1.0
2016-12,Punjab,4-Wheelers,0.0
2016-12,Rajasthan,2-Wheelers,6.0
2016-12,Rajasthan,4-Wheelers,1.0
2016-12,Sikkim,2-Wheelers,0.0
2016-12,Sikkim,4-Wheelers,0.0
2016-12,Tamil Nadu,2-Wheelers,0.0
2016-12,Tamil Nadu,4-Wheelers,1.0
2016-12,Tripura,2-Wheelers,0.0
2016-12,Tripura,4-Wheelers,0.0
2016-12,Uttar Pradesh,2-Wheelers,7.0
2016-12,Uttar Pradesh,4-Wheelers,0.0
2016-12,Uttarakhand,2-Wheelers,2.0
2016-12,Uttarakhand,4-Wheelers,0.0
2016-12,West Bengal,2-Wheelers,0.0
2016-12,West Bengal,4-Wheelers,0.0
2017-01,Andaman & Nicobar Island,2-Wheelers,0.0
2017-01,Andaman & Nicobar Island,4-Wheelers,0.0
2017-01,Andhra Pradesh,2-Wheelers,0.0
2017-01,Andhra Pradesh,4-Wheelers,0.0
2017-01,Arunachal Pradesh,2-Wheelers,0.0
2017-01,Arunachal Pradesh,4-Wheelers,0.0
2017-01,Assam,2-Wheelers,0.0
2017-01,Assam,4-Wheelers,0.0
2017-01,Bihar,2-Wheelers,0.0
2017-01,Bihar,4-Wheelers,0.0
2017-01,Chandigarh,2-Wheelers,0.0
2017-01,Chandigarh,4-Wheelers,0.0
2017-01,Chhattisgarh,2-Wheelers,6.0
2017-01,Chhattisgarh,4-Wheelers,0.0
2017-01,DNH and DD,2-Wheelers,0.0
2017-01,DNH and DD,4-Wheelers,0.0
2017-01,Delhi,2-Wheelers,2.0
2017-01,Delhi,4-Wheelers,7.0
2017-01,Goa,2-Wheelers,1.0
2017-01,Goa,4-Wheelers,0.0
2017-01,Gujarat,2-Wheelers,0.0
2017-01,Gujarat,4-Wheelers,1.0
2017-01,Haryana,2-Wheelers,5.0
2017-01,Haryana,4-Wheelers,3.0
2017-01,Himachal Pradesh,2-Wheelers,0.0
2017-01,Himachal Pradesh,4-Wheelers,0.0
2017-01,Jammu and Kashmir,2-Wheelers,0.0
2017-01,Jammu and Kashmir,4-Wheelers,0.0
2017-01,Jharkhand,2-Wheelers,5.0
2017-01,Jharkhand,4-Wheelers,0.0
2017-01,Karnataka,2-Wheelers,2.0
2017-01,Karnataka,4-Wheelers,60.0
2017-01,Kerala,2-Wheelers,0.0
2017-01,Kerala,4-Wheelers,3.0
2017-01,Ladakh,2-Wheelers,0.0
2017-01,Ladakh,4-Wheelers,0.0
2017-01,Madhya Pradesh,2-Wheelers,4.0
2017-01,Madhya Pradesh,4-Wheelers,0.0
2017-01,Maharashtra,2-Wheelers,72.0
2017-01,Maharashtra,4-Wheelers,7.0
2017-01,Manipur,2-Wheelers,0.0
2017-01,Manipur,4-Wheelers,0.0
2017-01,Meghalaya,2-Wheelers,0.0
2017-01,Meghalaya,4-Wheelers,0.0
2017-01,Mizoram,2-Wheelers,0.0
2017-01,Mizoram,4-Wheelers,0.0
2017-01,Nagaland,2-Wheelers,0.0
2017-01,Nagaland,4-Wheelers,0.0
2017-01,Odisha,2-Wheelers,1.0
2017-01,Odisha,4-Wheelers,0.0
2017-01,Puducherry,2-Wheelers,0.0
2017-01,Puducherry,4-Wheelers,1.0
2017-01,Punjab,2-Wheelers,2.0
2017-01,Punjab,4-Wheelers,1.0
2017-01,Rajasthan,2-Wheelers,3.0
2017-01,Rajasthan,4-Wheelers,0.0
2017-01,Sikkim,2-Wheelers,0.0
2017-01,Sikkim,4-Wheelers,0.0
2017-01,Tamil Nadu,2-Wheelers,0.0
2017-01,Tamil Nadu,4-Wheelers,1.0
2017-01,Tripura,2-Wheelers,0.0
2017-01,Tripura,4-Wheelers,0.0
2017-01,Uttar Pradesh,2-Wheelers,5.0
2017-01,Uttar Pradesh,4-Wheelers,0.0
2017-01,Uttarakhand,2-Wheelers,2.0
2017-01,Uttarakhand,4-Wheelers,0.0
2017-01,West Bengal,2-Wheelers,0.0
2017-01,West Bengal,4-Wheelers,2.0
2017-02,Andaman & Nicobar Island,2-Wheelers,0.0
2017-02,Andaman & Nicobar Island,4-Wheelers,0.0
2017-02,Andhra Pradesh,2-Wheelers,0.0
2017-02,Andhra Pradesh,4-Wheelers,0.0
2017-02,Arunachal Pradesh,2-Wheelers,0.0
2017-02,Arunachal Pradesh,4-Wheelers,0.0
2017-02,Assam,2-Wheelers,1.0
2017-02,Assam,4-Wheelers,0.0
2017-02,Bihar,2-Wheelers,0.0
2017-02,Bihar,4-Wheelers,0.0
2017-02,Chandigarh,2-Wheelers,0.0
2017-02,Chandigarh,4-Wheelers,0.0
2017-02,Chhattisgarh,2-Wheelers,5.0
2017-02,Chhattisgarh,4-Wheelers,0.0
2017-02,DNH and DD,2-Wheelers,0.0
2017-02,DNH and DD,4-Wheelers,0.0
2017-02,Delhi,2-Wheelers,2.0
2017-02,Delhi,4-Wheelers,15.0
2017-02,Goa,2-Wheelers,3.0
2017-02,Goa,4-Wheelers,1.0
2017-02,Gujarat,2-Wheelers,1.0
2017-02,Gujarat,4-Wheelers,0.0
2017-02,Haryana,2-Wheelers,17.0
2017-02,Haryana,4-Wheelers,0.0
2017-02,Himachal Pradesh,2-Wheelers,0.0
2017-02,Himachal Pradesh,4-Wheelers,0.0
2017-02,Jammu and Kashmir,2-Wheelers,0.0
2017-02,Jammu and Kashmir,4-Wheelers,0.0
2017-02,Jharkhand,2-Wheelers,0.0
2017-02,Jharkhand,4-Wheelers,0.0
2017-02,Karnataka,2-Wheelers,1.0
2017-02,Karnataka,4-Wheelers,44.0
2017-02,Kerala,2-Wheelers,1.0
2017-02,Kerala,4-Wheelers,5.0
2017-02,Ladakh,2-Wheelers,0.0
2017-02,Ladakh,4-Wheelers,0.0
2017-02,Madhya Pradesh,2-Wheelers,3.0
2017-02,Madhya Pradesh,4-Wheelers,0.0
2017-02,Maharashtra,2-Wheelers,20.0
2017-02,Maharashtra,4-Wheelers,3.0
2017-02,Manipur,2-Wheelers,1.0
2017-02,Manipur,4-Wheelers,0.0
2017-02,Meghalaya,2-Wheelers,0.0
2017-02,Meghalaya,4-Wheelers,0.0
2017-02,Mizoram,2-Wheelers,0.0
2017-02,Mizoram,4-Wheelers,0.0
2017-02,Nagaland,2-Wheelers,0.0
2017-02,Nagaland,4-Wheelers,0.0
2017-02,Odisha,2-Wheelers,4.0
2017-02,Odisha,4-Wheelers,0.0
2017-02,Puducherry,2-Wheelers,0.0
2017-02,Puducherry,4-Wheelers,0.0
2017-02,Punjab,2-Wheelers,1.0
2017-02,Punjab,4-Wheelers,0.0
2017-02,Rajasthan,2-Wheelers,10.0
2017-02,Rajasthan,4-Wheelers,0.0
2017-02,Sikkim,2-Wheelers,0.0
2017-02,Sikkim,4-Wheelers,0.0
2017-02,Tamil Nadu,2-Wheelers,3.0
2017-02,Tamil Nadu,4-Wheelers,3.0
2017-02,Tripura,2-Wheelers,0.0
2017-02,Tripura,4-Wheelers,0.0
2017-02,Uttar Pradesh,2-Wheelers,3.0
2017-02,Uttar Pradesh,4-Wheelers,0.0
2017-02,Uttarakhand,2-Wheelers,0.0
2017-02,Uttarakhand,4-Wheelers,0.0
2017-02,West Bengal,2-Wheelers,0.0
2017-02,West Bengal,4-Wheelers,0.0
2017-03,Andaman & Nicobar Island,2-Wheelers,0.0
2017-03,Andaman & Nicobar Island,4-Wheelers,0.0
2017-03,Andhra Pradesh,2-Wheelers,0.0
2017-03,Andhra Pradesh,4-Wheelers,0.0
2017-03,Arunachal Pradesh,2-Wheelers,0.0
2017-03,Arunachal Pradesh,4-Wheelers,0.0
2017-03,Assam,2-Wheelers,2.0
2017-03,Assam,4-Wheelers,0.0
2017-03,Bihar,2-Wheelers,1.0
2017-03,Bihar,4-Wheelers,0.0
2017-03,Chandigarh,2-Wheelers,0.0
2017-03,Chandigarh,4-Wheelers,1.0
2017-03,Chhattisgarh,2-Wheelers,7.0
2017-03,Chhattisgarh,4-Wheelers,0.0
2017-03,DNH and DD,2-Wheelers,0.0
2017-03,DNH and DD,4-Wheelers,0.0
2017-03,Delhi,2-Wheelers,2.0
2017-03,Delhi,4-Wheelers,48.0
2017-03,Goa,2-Wheelers,3.0
2017-03,Goa,4-Wheelers,0.0
2017-03,Gujarat,2-Wheelers,4.0
2017-03,Gujarat,4-Wheelers,0.0
2017-03,Haryana,2-Wheelers,24.0
2017-03,Haryana,4-Wheelers,0.0
2017-03,Himachal Pradesh,2-Wheelers,0.0
2017-03,Himachal Pradesh,4-Wheelers,0.0
2017-03,Jammu and Kashmir,2-Wheelers,0.0
2017-03,Jammu and Kashmir,4-Wheelers,0.0
2017-03,Jharkhand,2-Wheelers,5.0
2017-03,Jharkhand,4-Wheelers,0.0
2017-03,Karnataka,2-Wheelers,7.0
2017-03,Karnataka,4-Wheelers,51.0
2017-03,Kerala,2-Wheelers,0.0
2017-03,Kerala,4-Wheelers,6.0
2017-03,Ladakh,2-Wheelers,0.0
2017-03,Ladakh,4-Wheelers,0.0
2017-03,Madhya Pradesh,2-Wheelers,12.0
2017-03,Madhya Pradesh,4-Wheelers,2.0
2017-03,Maharashtra,2-Wheelers,32.0
2017-03,Maharashtra,4-Wheelers,5.0
2017-03,Manipur,2-Wheelers,0.0
2017-03,Manipur,4-Wheelers,0.0
2017-03,Meghalaya,2-Wheelers,0.0
2017-03,Meghalaya,4-Wheelers,0.0
2017-03,Mizoram,2-Wheelers,0.0
2017-03,Mizoram,4-Wheelers,0.0
2017-03,Nagaland,2-Wheelers,0.0
2017-03,Nagaland,4-Wheelers,0.0
2017-03,Odisha,2-Wheelers,0.0
2017-03,Odisha,4-Wheelers,0.0
2017-03,Puducherry,2-Wheelers,2.0
2017-03,Puducherry,4-Wheelers,0.0
2017-03,Punjab,2-Wheelers,4.0
2017-03,Punjab,4-Wheelers,1.0
2017-03,Rajasthan,2-Wheelers,16.0
2017-03,Rajasthan,4-Wheelers,2.0
2017-03,Sikkim,2-Wheelers,0.0
2017-03,Sikkim,4-Wheelers,0.0
2017-03,Tamil Nadu,2-Wheelers,2.0
2017-03,Tamil Nadu,4-Wheelers,3.0
2017-03,Tripura,2-Wheelers,0.0
2017-03,Tripura,4-Wheelers,0.0
2017-03,Uttar Pradesh,2-Wheelers,7.0
2017-03,Uttar Pradesh,4-Wheelers,0.0
2017-03,Uttarakhand,2-Wheelers,2.0
2017-03,Uttarakhand,4-Wheelers,0.0
2017-03,West Bengal,2-Wheelers,0.0
2017-03,West Bengal,4-Wheelers,0.0
2017-04,Andaman & Nicobar Island,2-Wheelers,0.0
2017-04,Andaman & Nicobar Island,4-Wheelers,0.0
2017-04,Andhra Pradesh,2-Wheelers,0.0
2017-04,Andhra Pradesh,4-Wheelers,0.0
2017-04,Arunachal Pradesh,2-Wheelers,0.0
2017-04,Arunachal Pradesh,4-Wheelers,0.0
2017-04,Assam,2-Wheelers,1.0
2017-04,Assam,4-Wheelers,3.0
2017-04,Bihar,2-Wheelers,0.0
2017-04,Bihar,4-Wheelers,0.0
2017-04,Chandigarh,2-Wheelers,0.0
2017-04,Chandigarh,4-Wheelers,4.0
2017-04,Chhattisgarh,2-Wheelers,4.0
2017-04,Chhattisgarh,4-Wheelers,0.0
2017-04,DNH and DD,2-Wheelers,0.0
2017-04,DNH and DD,4-Wheelers,0.0
2017-04,Delhi,2-Wheelers,4.0
2017-04,Delhi,4-Wheelers,11.0
2017-04,Goa,2-Wheelers,6.0
2017-04,Goa,4-Wheelers,3.0
2017-04,Gujarat,2-Wheelers,2.0
2017-04,Gujarat,4-Wheelers,0.0
2017-04,Haryana,2-Wheelers,34.0
2017-04,Haryana,4-Wheelers,0.0
2017-04,Himachal Pradesh,2-Wheelers,0.0
2017-04,Himachal Pradesh,4-Wheelers,0.0
2017-04,Jammu and Kashmir,2-Wheelers,0.0
2017-04,Jammu and Kashmir,4-Wheelers,0.0
2017-04,Jharkhand,2-Wheelers,1.0
2017-04,Jharkhand,4-Wheelers,0.0
2017-04,Karnataka,2-Wheelers,3.0
2017-04,Karnataka,4-Wheelers,29.0
2017-04,Kerala,2-Wheelers,1.0
2017-04,Kerala,4-Wheelers,3.0
2017-04,Ladakh,2-Wheelers,0.0
2017-04,Ladakh,4-Wheelers,0.0
2017-04,Madhya Pradesh,2-Wheelers,9.0
2017-04,Madhya Pradesh,4-Wheelers,2.0
